ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
574,Kitty,6.92,female,Puli,3/11/14,3/11/14,3/20/14,black,wirehaired,medium,,,yes,yes,yes,yes,,
577,Loretta,7.5,female,Dachshund Mix,3/17/14,3/17/14,3/21/14,brown and white,short,medium,,,yes,yes,yes,yes,,
581,Tasso,7,male,Unknown Mix,3/17/14,3/17/14,3/21/14,golden,short,medium,,,yes,yes,yes,yes,,
584,Brando,7.83,male,Dachshund Mix,3/19/14,3/19/14,3/21/14,brown,short,medium,,,yes,yes,yes,yes,,
585,Rosienda,6.92,female,Unknown Mix,3/19/14,3/19/14,3/21/14,brown,short,medium,,,yes,yes,yes,yes,,
586,Maci,6.17,male,Unknown Mix,3/20/14,3/20/14,3/21/14,brown,wirehaired,medium,,,,,,,,
576,Colorado,6.92,male,Fox Terrier Mix,3/17/14,3/17/14,3/21/14,black and brown,short,medium,,,yes,yes,yes,yes,,
572,Tyron,6.92,male,Rottweiler Mix,3/11/14,3/11/14,3/20/14,black and brown,short,medium,,,yes,yes,,,,
580,Fergie,11.83,female,Beagle,3/17/14,3/17/14,3/21/14,tricolor,short,medium,,,yes,yes,yes,yes,,
582,Gomez,11.83,male,Staffordshire Terrier,3/17/14,3/17/14,3/21/14,black and white,short,medium,,,yes,yes,,,,
575,Kiwi,6.92,male,Puli,3/11/14,3/11/14,3/20/14,black,wirehaired,medium,,,yes,yes,yes,yes,,
573,Tyson,6.92,male,Rottweiler Mix,3/11/14,3/11/14,3/20/14,black and brown,short,medium,,,yes,yes,,,,
345,Blanka,7.83,female,German Shepherd Dog Mix,2/23/14,2/23/14,3/23/14,black and tan,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
578,Agatha,8.5,female,Unknown Mix,3/17/14,3/17/14,3/21/14,yellow-brown,short,medium,,,yes,yes,yes,yes,,
1093,Dabas,10.67,male,"Pumi, Schnauzer Mix",2/27/14,2/27/14,3/21/14,gray,wirehaired,medium,,,,,,,,
941,Mancs,13.75,female,Fox Terrier Mix,3/24/14,3/24/14,3/24/14,apricot,short,medium,yes,,yes,,,,,both flat and garden
940,Lili,7.75,female,"Hungarian Vizsla, Labrador Retriever Mix",3/24/14,3/24/14,3/24/14,brown,short,medium,yes,,yes,,,,,both flat and garden
583,Priscilla,6.58,female,Unknown Mix,3/19/14,3/19/14,3/21/14,black,medium,medium,,,yes,yes,yes,yes,,
344,Ruby,6.42,female,Staffordshire Terrier Mix,3/21/14,3/21/14,3/23/14,black and white,short,medium,,,yes,yes,yes,yes,,both flat and garden
564,Valentin,6.92,male,Unknown Mix,2/28/14,2/28/14,3/20/14,black and brown,wirehaired,medium,,,,,yes,yes,yes,
561,Donna,15.83,female,Unknown Mix,2/28/14,2/28/14,3/20/14,sable,short,medium,,,,,yes,,,
504,Hanga,8.75,female,Dachshund,2/7/14,2/7/14,3/7/14,black and tan,short,small,,,,,,,,
938,Mancs,13.75,female,Fox Terrier Mix,3/16/14,3/16/14,3/16/14,apricot,short,medium,yes,,yes,,,,,both flat and garden
570,Maggie,9.83,female,Rottweiler,3/11/14,3/11/14,3/20/14,black and brown,short,medium,,,yes,,,,,
498,Dömi,6,male,Schnauzer Mix,2/7/14,2/7/14,3/7/14,yellow-brown,wirehaired,medium,,,,,,,,
2287,Tomaj,9.75,male,Pumi Mix,2/20/14,2/20/14,3/15/14,black,medium,medium,yes,,,,,,,both flat and garden
567,Kilroy,6.92,male,Rottweiler,2/28/14,2/28/14,3/20/14,black and brown,short,medium,,,,yes,,,,
568,Belinda,7.33,female,Central Asian Ovtcharka,3/3/14,3/3/14,3/20/14,brown and white,short,medium,,,yes,yes,,,,
571,Champ,8.5,male,Unknown Mix,3/11/14,3/11/14,3/20/14,black,wirehaired,medium,,,,yes,,,,
565,Marci,12.92,male,Puli,2/14/14,2/14/14,3/20/14,black,wirehaired,medium,,,,,yes,yes,,
562,Aladár,7.17,male,Unknown Mix,2/28/14,2/28/14,3/20/14,white,medium,medium,,,,,yes,yes,yes,
496,Buksi,8.75,male,Dachshund Mix,2/7/14,2/7/14,3/7/14,red,medium,medium,yes,,,,,,,
1403,Bucó,6,male,Unknown Mix,2/24/14,2/24/14,3/12/14,black,short,small,no,,,,yes,yes,yes,both flat and garden
2297,Keksz,6.5,male,Unknown Mix,1/2/14,1/2/14,3/14/14,sable,short,medium,yes,yes,yes,yes,,yes,no,both flat and garden
175,Dóri,10.75,female,Unknown Mix,3/8/14,3/8/14,3/8/14,red,short,medium,no,,yes,yes,,yes,,both flat and garden
563,Rajmund,6.5,male,Unknown Mix,2/28/14,2/28/14,3/20/14,brown and white,medium,medium,,,,,yes,yes,,
569,Rambo,7.42,male,Rhodesian Ridgeback,3/3/14,3/3/14,3/20/14,black and brown,short,medium,,,,,,yes,,
501,Maja,6.25,female,Unknown Mix,2/7/14,2/7/14,3/7/14,black and brown,short,medium,,,,,,,,
566,Nero,8.17,male,Unknown Mix,2/28/14,2/28/14,3/20/14,saddle back,short,medium,,,,yes,,yes,,
272,Móricka,6.75,male,Fox Terrier Mix,2/5/14,2/5/14,2/24/14,tricolor,short,small,,yes,yes,yes,,yes,,both flat and garden
271,Borzaska,7.17,female,"Puli, Spaniel Mix",2/12/14,2/12/14,2/24/14,gray and black,medium,medium,,yes,yes,yes,yes,,,both flat and garden
275,Betsy,7.17,female,Basset Hound Mix,2/3/14,2/3/14,2/24/14,tricolor,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
1359,Scott,14.5,male,Shih Tzu Mix,5/15/13,5/15/13,2/25/14,white,medium,small,no,,,,yes,yes,,flat
1360,Alma,11.5,female,Rottweiler Mix,5/23/13,5/23/13,2/25/14,black and brown,short,large,yes,,,,yes,yes,,garden
1376,Jack,12.83,male,Labrador Retriever Mix,1/21/13,1/21/13,2/25/14,red and white,medium,large,no,,,,yes,yes,,garden
1348,Vince,8.17,male,Unknown Mix,9/9/13,9/9/13,2/25/14,black,medium,small,,,,,yes,yes,,garden
170,Benji,6.75,male,German Shepherd Dog Mix,2/25/14,2/25/14,2/25/14,sable,long,medium,no,,yes,yes,yes,yes,,garden
1354,Döme,11.25,male,Pekingese Mix,8/16/13,8/16/13,2/25/14,red and white,long,small,no,,,,,no,,both flat and garden
90,Csöpike,13.75,male,Dachshund Mix,3/4/14,3/4/14,3/4/14,black and brown,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden
1351,Twinky,7.92,female,Unknown Mix,8/22/13,8/22/13,2/25/14,black,short,medium,yes,,,,yes,yes,,garden
1386,Lucifer,8.67,male,Unknown Mix,9/22/11,9/22/11,2/27/14,white,medium,medium,no,,,,yes,yes,,garden
111,Dugó,9.92,male,Unknown Mix,5/3/11,3/5/14,3/5/14,white,short,small,no,,yes,,,yes,,garden
1387,Limbo,10.25,female,Unknown Mix,7/18/11,7/18/11,2/27/14,spotty,short,small,yes,,,,yes,yes,,both flat and garden
1388,Ropi,11.33,female,German Shepherd Dog,6/30/11,6/30/11,2/27/14,black and brown,long,large,yes,,,,yes,yes,,garden
1382,Yoko,9.17,female,Unknown Mix,9/10/12,9/10/12,2/27/14,apricot,medium,medium,yes,,,,yes,yes,,garden
560,Dotty,6.25,female,Unknown Mix,2/18/14,2/18/14,2/21/14,black,short,medium,,,,yes,yes,yes,,
112,Barni,7.92,male,Unknown Mix,1/8/13,3/5/14,3/5/14,yellow-brown,short,medium,no,,yes,,,,,garden
1332,Vándor,8,male,Unknown Mix,11/23/13,11/23/13,2/24/14,black,medium,large,no,,,,no,,,garden
381,Bandita,7.75,male,Unknown Mix,2/14/14,2/28/14,2/28/14,black,short,medium,no,yes,yes,yes,yes,yes,yes,flat
553,Skippy,6.75,male,Unknown Mix,2/17/14,2/17/14,2/21/14,brown and white,short,medium,,,,yes,yes,yes,,
486,Zsuzsi,6.08,female,Unknown Mix,10/18/13,10/18/13,2/18/14,black and white,medium,small,,,,,,,,
489,Lara És Happy,6.08,female,Unknown Mix,12/30/13,12/30/13,2/20/14,black,short,medium,,,,,,,,
555,Nina,6.17,female,Unknown Mix,2/17/14,2/17/14,2/21/14,saddle back,short,medium,,,,yes,yes,yes,,
6822,Stella,8.25,female,"Labrador Retriever, Staffordshire Terrier Mix",1/1/12,1/1/12,2/20/14,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,no,both flat and garden
480,Csoki,6.08,female,Jack Russell Terrier Mix,12/1/13,12/1/13,2/18/14,black and brown,short,small,,,,,,,,
554,Kalle,6.25,male,Unknown Mix,2/17/14,2/17/14,2/21/14,brown,short,medium,,,,yes,yes,yes,,
374,Masni,7.25,female,Unknown Mix,1/9/14,3/6/14,2/18/14,brown,short,small,no,,yes,no,yes,yes,yes,garden
495,Babér,8.75,female,Dachshund Mix,2/1/14,2/1/14,2/20/14,black and tan,short,small,,,,,,,,
6812,Dió,6.75,male,Unknown Mix,6/1/13,6/1/13,2/15/14,apricot,wirehaired,medium,no,yes,yes,yes,no,yes,no,both flat and garden
552,Jenny,8.75,female,Unknown Mix,2/17/14,2/17/14,2/21/14,brown and white,short,medium,,,,yes,yes,yes,,
551,Siberia,7.33,male,Siberian Husky,2/17/14,2/17/14,2/21/14,black and white,short,medium,,,yes,yes,,,,
559,Dylen,6.5,male,Unknown Mix,2/18/14,2/18/14,2/21/14,yellow-brown,wirehaired,medium,,,,yes,,yes,,
483,Lili,7.25,female,Labrador Retriever Mix,9/13/13,9/13/13,2/18/14,black,short,medium,yes,,,,,,,
556,Harro,6.83,male,Unknown Mix,2/17/14,2/17/14,2/21/14,white,wirehaired,medium,,,,,,,,
492,Szálka,5.92,male,Unknown Mix,1/15/14,1/15/14,2/20/14,apricot,short,large,yes,,,,,,,
558,Achaz,6.17,male,Unknown Mix,2/17/14,2/17/14,2/21/14,black and white,short,medium,,,,yes,yes,yes,,
808,Bájos,7.92,female,"Bolognese, Puli Mix",12/8/13,12/8/13,2/14/14,gray and black,medium,small,yes,,yes,yes,yes,yes,,both flat and garden
547,Sweety,6.08,male,Unknown Mix,2/14/14,2/14/14,2/20/14,black and brown,short,medium,,,,,,,,
543,Maike,7,male,Unknown Mix,2/14/14,2/14/14,2/20/14,black,short,medium,,,,,yes,yes,,
1080,Lompos,8.67,male,"Border Collie, Mudi Mix",5/3/11,5/3/11,2/2/14,black,medium,medium,,,yes,,yes,yes,,
1066,Zorro,9.33,male,"Pumi, Schnauzer Mix",1/17/14,1/17/14,1/27/14,gray,long,small,,,,,,,,
2135,Adu/Borzas,6.08,male,Unknown Mix,1/31/14,2/22/14,2/1/14,black,wirehaired,medium,yes,,yes,yes,yes,yes,,garden
526,Picur,10,male,Unknown Mix,1/21/14,1/21/14,1/22/14,sable,short,medium,,,,,yes,yes,,
413,Fefe,8.83,male,Unknown Mix,12/30/13,12/30/13,1/27/14,black,short,large,,,,,,,,
530,Fips,6.25,male,Unknown Mix,1/30/14,1/30/14,1/31/14,black,wirehaired,medium,,,,,yes,yes,,
420,Szürkécske,6.83,female,Terrier Mix,9/13/13,9/13/13,1/27/14,gray,short,medium,,,,,,,,
411,Ditta,6.83,female,Staffordshire Terrier Mix,12/30/13,12/30/13,1/27/14,striped,short,medium,,,,,,,,
537,Luca,6.75,female,Unknown Mix,1/30/14,1/30/14,1/31/14,brown,short,medium,,,,,yes,yes,,
540,Carly,6.92,female,Unknown Mix,1/31/14,1/31/14,1/31/14,brown,short,medium,,,,,yes,yes,,
536,Lou,6.08,male,Unknown Mix,1/30/14,1/30/14,1/31/14,yellow-brown,short,medium,,,,,yes,yes,,
535,Lana,6.08,female,Unknown Mix,1/30/14,1/30/14,1/31/14,black,short,medium,,,,,yes,yes,,
417,Marina,7.83,female,Labrador Retriever Mix,9/13/13,9/13/13,1/27/14,black,short,medium,,,,,,,,
412,Abigél,6.83,female,Unknown Mix,10/18/13,10/18/13,1/27/14,brown and white,short,medium,,,,,,,,
6800,,7.08,male,"Puli, Pumi Mix",1/28/14,1/28/14,1/29/14,black,long,medium,,,yes,,,,,
275,Holle Anyó,16.83,female,Labrador Retriever Mix,12/23/12,1/1/13,1/21/14,apricot,short,medium,yes,yes,yes,yes,yes,yes,yes,flat
541,Chester,7,male,Unknown Mix,1/31/14,1/31/14,1/31/14,black,short,medium,,,,,yes,yes,,
366,Artúr,7.33,male,"Dachshund, German Shepherd Dog Mix",8/1/12,1/29/14,1/29/14,black and brown,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
527,Rana,7.5,female,Unknown Mix,1/24/14,1/24/14,1/25/14,golden,medium,medium,,,,yes,yes,yes,yes,
340,Tökmag,9.83,female,German Shepherd Dog Mix,8/4/13,8/4/13,1/21/14,saddle back,short,medium,yes,,yes,yes,,,,both flat and garden
307,Mirco,11.67,male,Sarplaninac,11/12/13,1/14/14,1/11/14,gray and black,long,large,yes,,yes,,,yes,,garden
1062,Csivit,9.17,male,Unknown Mix,12/4/13,12/4/13,1/5/14,black and white,short,large,yes,,yes,,yes,yes,,both flat and garden
8,,7.17,female,Unknown Mix,12/2/13,1/14/14,1/8/14,gray and black,short,medium,,,,,,,,
515,Arno,7.75,male,German Shepherd Dog Mix,1/3/14,1/3/14,1/3/14,black and brown,short,medium,,,,,yes,yes,,
6,,6.17,female,Unknown Mix,12/2/13,12/2/13,1/8/14,brown,short,medium,,,,,,,,both flat and garden
470,Lõrinc,8.83,male,Mudi Mix,12/19/13,12/19/13,1/16/14,black,medium,medium,yes,,,,,,,
462,Baba,7.83,female,Dachshund Mix,9/13/13,9/13/13,1/16/14,brown and white,short,small,,,,,,,,
514,Rozina,7.33,female,Unknown Mix,1/3/14,1/3/14,1/3/14,black,short,medium,,,,yes,yes,yes,,
881,Frida,12.08,female,German Shepherd Dog,1/15/14,1/15/14,1/15/14,sable,short,medium,no,,yes,,,,,both flat and garden
10,Pepe,6.83,male,Dachshund Mix,8/22/13,1/8/14,1/9/14,tricolor,short,small,yes,,yes,yes,yes,yes,yes,both flat and garden
513,Marco,8.25,male,Dachshund Mix,1/3/14,1/3/14,1/3/14,black,short,medium,,,,,yes,yes,,
516,Virginia,10.92,female,Unknown Mix,1/3/14,1/3/14,1/3/14,black and brown,short,medium,,,,,yes,yes,,
7,,6.42,female,German Shepherd Dog Mix,12/2/13,1/14/14,1/8/14,black and brown,short,medium,,,,,,,,
518,Bessy,6.17,female,Unknown Mix,1/8/14,1/8/14,1/9/14,saddle back,short,medium,,,,,yes,yes,,
465,Jakab,6.83,male,Hound Mix,12/19/13,12/19/13,1/16/14,brown,short,large,yes,,,,,,,
522,Carlo,10.92,male,Unknown Mix,1/8/14,1/8/14,1/9/14,black,wirehaired,medium,,,yes,,,,,
702,Dener,12.92,male,Unknown Mix,12/29/13,12/29/13,1/3/14,brown,short,large,no,,yes,yes,yes,yes,,both flat and garden
521,Primus,16.92,male,German Shepherd Dog,1/8/14,1/8/14,1/9/14,sable,short,medium,,,,,,,,
519,Sunny,10.17,female,Unknown Mix,1/8/14,1/8/14,1/9/14,white,short,medium,,,yes,yes,yes,yes,,
1067,Juhász,11,male,Kuvasz,12/18/13,12/18/13,1/6/14,white,medium,large,yes,,yes,,yes,yes,,garden
2256,Betyárka,14.33,male,Unknown Mix,12/29/13,12/29/13,1/1/14,saddle back,short,large,,,yes,,yes,yes,,both flat and garden
6732,Rózi,8.92,female,"Hungarian Vizsla, Labrador Retriever Mix",12/7/13,12/7/13,12/17/13,yellow,short,medium,,,yes,,no,no,no,garden
56,Rómeó,11.92,male,Unknown Mix,1/1/08,1/1/08,12/17/13,gray and white,short,large,yes,,,,yes,yes,,both flat and garden
262,Dumbi,7,female,"Golden Retriever, Setter, Vizsla Mix",10/30/13,10/30/13,12/9/13,brown and white,medium,medium,,,yes,yes,yes,,,both flat and garden
504,Dina,15.92,female,Unknown Mix,1/2/14,1/2/14,1/2/14,brown and white,short,medium,,,,yes,,,,
498,Pötyi,8.17,female,Unknown Mix,12/13/13,12/13/13,12/16/13,black and white,short,medium,,,,,,,,
506,Castor,7.75,male,Siberian Husky Mix,1/2/14,1/2/14,1/2/14,black and white,short,medium,,,,yes,,,,
6715,,10.08,female,"Bolognese, Havanese",11/29/13,11/29/13,12/3/13,white,long,small,,,,,,,,
499,Inca,7.25,female,Unknown Mix,10/1/13,10/1/13,12/31/13,black and brown,short,medium,,,,yes,yes,yes,,
496,Helena,7.17,female,Unknown Mix,12/13/13,12/13/13,12/16/13,yellow-brown,short,medium,,,,,,,,
508,Franklin,9.17,male,German Shepherd Dog,1/2/14,1/2/14,1/2/14,sable,short,medium,,,,yes,,yes,,
6755,,6.92,male,Unknown Mix,1/1/14,1/1/14,1/2/14,yellow-brown,short,medium,,,yes,yes,yes,yes,,
1009,Stefán,7.75,male,"Belgian Malinois, Hungarian Vizsla Mix",9/27/13,9/27/13,12/3/13,brown,short,medium,,,,,,yes,,
501,Bobby,6.25,male,German Shepherd Dog Mix,1/2/14,1/2/14,1/2/14,black and brown,short,medium,,,,,yes,yes,,
6719,Mira,13.67,female,"Puli, Schnauzer, Spaniel Mix",6/10/06,6/10/06,12/7/13,black,long,medium,no,yes,yes,yes,,,no,garden
500,Zoya,15.92,female,Unknown Mix,1/1/14,1/1/14,1/2/14,yellow-brown,short,medium,,,,yes,yes,yes,,
22,Keverék Kislány,6.08,female,Unknown Mix,12/29/13,12/29/13,12/30/13,black,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
1019,Temes,7.5,male,Labrador Retriever Mix,11/15/13,11/15/13,12/4/13,black,short,medium,,,yes,,,,,
507,Conny,6.83,female,Unknown Mix,1/2/14,1/2/14,1/2/14,white,short,medium,,,,yes,,,,
502,Buddy,6.25,male,German Shepherd Dog Mix,1/2/14,1/2/14,1/2/14,black and brown,short,medium,,,,,yes,yes,,
95,Bobi,7.92,male,Unknown Mix,6/30/13,11/5/13,11/4/13,gray,short,large,no,,yes,yes,,,,garden
467,Amalia,6.92,female,Unknown Mix,10/14/13,10/14/13,10/14/13,brown and white,short,medium,,,,,,,,
1300,Rágcsa,8.08,male,Unknown Mix,5/27/13,10/18/13,10/18/13,brown,short,medium,no,,yes,,no,yes,,garden
1292,Lelenc,7.5,female,Unknown Mix,7/3/13,10/1/13,10/8/13,black and white,short,large,no,,yes,,yes,yes,,garden
18,Nugát,7.42,male,German Pointer Mix,9/15/13,9/15/13,10/8/13,brown,short,medium,yes,,yes,yes,yes,yes,yes,flat
16,Brikett,8.17,male,Schnauzer Mix,9/15/13,9/15/13,10/7/13,black,wirehaired,medium,yes,,yes,yes,yes,yes,,both flat and garden
6667,Béla,7.25,male,Unknown Mix,11/10/12,11/8/13,11/8/13,black and tan,short,medium,no,,yes,,,,no,both flat and garden
2244,Buksi,6.75,female,Unknown Mix,9/14/13,9/14/13,10/27/13,apricot,short,medium,yes,,,yes,yes,yes,,both flat and garden
348,Amina,9.08,female,Unknown Mix,7/10/13,10/29/13,10/29/13,brown and white,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
478,Flexy,10.75,male,Unknown Mix,10/14/13,10/14/13,10/14/13,black and brown,short,medium,,,,yes,,,,
17,Blikk,6.5,male,"Bernese Mountain Dog, Dachshund Mix",9/15/13,9/15/13,10/7/13,tricolor,medium,small,no,,yes,yes,yes,yes,yes,both flat and garden
347,Blacky,9.08,male,"American Pit Bull Terrier, Staffordshire Terrier Mix",7/10/13,10/29/13,10/29/13,black and white,short,large,yes,,yes,,no,no,no,garden
135,Snoopy,8.17,female,Doberman Mix,11/11/11,11/11/11,10/2/13,black,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
6663,Mudika,7.08,male,Mudi Mix,10/11/13,11/5/13,11/6/13,black,medium,small,,,yes,yes,yes,yes,,both flat and garden
489,Sue,6.92,female,Unknown Mix,11/12/13,11/12/13,11/12/13,brown and white,short,medium,,,,,yes,yes,,
6668,Tom,7.25,male,Unknown Mix,11/10/12,11/8/13,11/8/13,black,short,medium,no,,yes,,yes,yes,no,both flat and garden
19,Luca,8.17,female,Unknown Mix,5/1/13,5/1/13,10/8/13,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
122,Negro,11,male,Briard Mix,7/1/11,7/1/11,11/14/13,black,long,large,yes,,yes,yes,yes,,,both flat and garden
6678,Zoé,11,female,German Shepherd Dog,10/20/13,10/20/13,11/16/13,brown,short,large,,yes,yes,yes,,,,
1022,Sophy,9.92,female,German Shepherd Dog Mix,8/25/13,8/25/13,10/1/13,black and tan,short,medium,yes,,yes,,yes,yes,,both flat and garden
31,Szõrmók,14.92,male,Unknown Mix,1/1/06,1/1/06,9/24/13,saddle back,medium,large,yes,,yes,,yes,yes,,both flat and garden
25,Totó,7.17,male,Siberian Husky Mix,9/17/13,9/17/13,9/23/13,black and white,short,medium,no,,yes,yes,yes,yes,,garden
9,Dani,10.08,male,Staffordshire Terrier Mix,12/1/09,12/1/09,9/23/13,black and white,short,large,,,yes,,yes,yes,,
6587,,11.17,male,Unknown Mix,9/24/13,9/24/13,9/25/13,black,short,medium,,,yes,,yes,yes,yes,garden
29,Rozsdi,14.42,male,Unknown Mix,1/1/10,1/1/10,9/24/13,brown and white,short,large,,,yes,,yes,yes,,both flat and garden
463,Teo,7.75,male,Unknown Mix,9/26/13,9/26/13,9/30/13,black,short,medium,,,,yes,yes,yes,,
23,Maci,16.17,male,Unknown Mix,1/1/10,1/1/10,9/23/13,brown and white,short,large,,,yes,,,,,
552,Tüske,15.92,male,Collie Mix,9/13/13,10/20/13,9/25/13,tricolor,long,medium,,yes,yes,yes,yes,yes,,both flat and garden
1,Tigó,10.92,male,"German Shepherd Dog, Labrador Retriever, Staffordshire Terrier Mix",3/10/13,8/1/13,9/25/13,black and brown,medium,large,yes,yes,yes,no,yes,yes,yes,garden
10,Dönci,14.92,male,Old German Shepherd Mix,1/1/10,1/1/10,9/23/13,brown and white,long,medium,,,,,,yes,,
548,Napé,6.58,female,Dachshund Mix,9/13/13,10/10/13,9/24/13,saddle back,short,small,,yes,yes,yes,yes,yes,,both flat and garden
25,Málna,12.92,female,Unknown Mix,7/22/07,7/22/07,9/24/13,black and brown,long,medium,yes,,yes,,yes,yes,,
464,Anka,8.92,female,Unknown Mix,9/26/13,9/26/13,9/30/13,black,short,medium,,,,yes,,,,
7,Béni,13.92,male,"Beagle, Dachshund Mix",1/1/10,1/1/10,9/23/13,tricolor,short,small,no,,yes,,,yes,,both flat and garden
451,Martina,7.75,female,Labrador Retriever Mix,9/20/13,9/20/13,9/26/13,black,short,medium,,,,,yes,yes,,
17,Fruzsi,14.17,female,Schnauzer Mix,1/1/10,1/1/10,9/23/13,gray and white,medium,medium,yes,,yes,,,,,
550,Patak,6.83,female,Dachshund Mix,9/10/13,10/11/13,9/25/13,black and tan,medium,small,,yes,yes,yes,yes,yes,,both flat and garden
457,Stella,15.92,female,German Shepherd Dog,9/25/13,9/25/13,9/30/13,saddle back,short,medium,,,,,yes,,,
546,Prímás,8.33,male,Dachshund Mix,9/10/13,10/10/13,9/24/13,black and tan,short,small,,yes,yes,yes,yes,yes,,both flat and garden
547,Celi,7,male,Rottweiler Mix,9/12/13,10/12/13,9/24/13,black and tan,short,large,,yes,yes,yes,yes,yes,,both flat and garden
6524,Blöki,7.25,male,"German Shepherd Dog, Rottweiler, Staffordshire Terrier Mix",8/21/13,8/21/13,8/22/13,sable,short,medium,no,,yes,yes,,yes,,both flat and garden
437,Zsani,14.92,female,Dachshund Mix,8/29/13,8/29/13,9/1/13,brown,short,medium,,,,,yes,yes,,
6565,Lédi,7.17,female,German Shepherd Dog,9/13/12,9/13/12,9/13/13,black and tan,short,large,,yes,yes,yes,,,,both flat and garden
445,Hilda,7.75,female,Unknown Mix,9/16/13,9/16/13,9/20/13,brown,short,medium,,,,,yes,yes,,
2071,Bundás,7.92,male,Terrier Mix,8/31/13,8/31/13,9/4/13,black and white,medium,medium,yes,,yes,,,,,garden
544,Chagall,7.17,male,German Shepherd Dog Mix,8/10/13,9/15/13,8/20/13,sable,medium,large,,yes,yes,yes,yes,yes,,both flat and garden
132,Betti,8.25,female,German Shepherd Dog Mix,8/21/13,9/5/13,8/21/13,sable,medium,large,no,,yes,yes,,yes,,garden
2,Rachel,13.25,female,Rhodesian Ridgeback Mix,7/26/13,7/26/13,9/14/13,red,short,large,,,,,,,,
431,Jessica,6.75,female,Unknown Mix,8/23/13,8/23/13,8/27/13,golden,short,medium,,,,yes,yes,yes,,
543,Sharon,14.33,female,Beagle,8/5/13,8/5/13,8/20/13,tricolor,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
362,Filou,12.25,male,German Pointer Mix,4/26/13,9/11/13,9/11/13,black and white,short,medium,,,yes,no,,,,both flat and garden
3,Panka,14.92,female,German Shepherd Dog Mix,1/1/05,1/1/05,9/20/13,black and brown,short,large,yes,,,,,,,
137,Gábor,8.25,male,Siberian Husky Mix,9/10/13,9/10/13,9/10/13,yellow,short,medium,,,yes,,yes,,,both flat and garden
447,Herta,7.25,female,Unknown Mix,9/16/13,9/16/13,9/20/13,brown and white,short,medium,,,,,yes,yes,,
2059,Kabóca,7.5,female,Unknown Mix,8/22/13,9/14/13,8/25/13,black,wirehaired,medium,yes,,yes,,yes,yes,,garden
6,Amália,13.17,female,Unknown Mix,1/1/10,1/1/10,9/23/13,yellow-brown,long,large,yes,,yes,,yes,,,both flat and garden
33,Szemi,7.25,female,Unknown Mix,8/23/13,8/23/13,8/26/13,tricolor,short,large,yes,,,,,,,garden
2172,Macky,6.5,male,Unknown Mix,9/1/13,9/1/13,9/16/13,yellow-brown,short,medium,,,,,,,,
5,Alma,12.92,female,Unknown Mix,1/1/07,1/1/07,9/20/13,gray and black,long,medium,yes,,,,,,,
438,Zsombi,14.92,male,Dachshund Mix,8/29/13,8/29/13,9/1/13,brown,short,medium,,,,,yes,yes,,
130,Gergõ,6.67,male,Unknown Mix,8/19/13,9/4/13,8/19/13,black,short,medium,,,yes,yes,yes,yes,,both flat and garden
2221,Anda,7.5,female,Labrador Retriever Mix,7/17/13,7/17/13,8/17/13,black,short,large,no,,yes,yes,yes,yes,,garden
6512,,9.25,male,Pinscher Mix,8/10/13,8/10/13,8/14/13,black and brown,short,small,,,yes,,,,,
542,Legra,7.17,female,Labrador Retriever Mix,8/6/13,9/14/13,8/20/13,black,short,large,,yes,yes,yes,yes,yes,,both flat and garden
800,Sarah,11.17,female,Unknown Mix,2/10/10,2/10/10,8/15/13,apricot,short,medium,yes,,yes,yes,yes,,,garden
541,Havana,8.33,female,Unknown Mix,8/10/13,9/15/13,8/20/13,black,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
14,Brico,6.75,male,Unknown Mix,3/14/13,3/14/13,8/16/13,striped,wirehaired,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
69,Tarzán,7.92,male,Terrier Mix,6/23/13,8/20/13,8/20/13,yellow-brown,medium,large,no,,yes,,yes,yes,,garden
6508,,6.67,male,Dachshund Mix,8/2/13,8/2/13,8/9/13,yellow-brown,short,small,no,yes,yes,yes,yes,yes,,
1263,Prücsi,10.33,female,Unknown Mix,1/16/13,8/14/13,8/14/13,yellow-brown,short,large,yes,,yes,,yes,yes,,garden
1259,Csilla,7,female,German Shepherd Dog Mix,7/5/13,8/13/13,8/13/13,black and brown,short,large,no,,yes,,yes,yes,,garden
11,Borika,8.25,female,Pinscher Mix,8/5/13,8/5/13,8/16/13,brown,short,small,yes,,yes,yes,yes,yes,no,both flat and garden
127,Panna,6.5,female,Bull Terrier Mix,8/5/13,8/5/13,8/19/13,yellow,short,medium,yes,,yes,yes,yes,yes,yes,
10,Borcsa,14.33,female,Unknown Mix,8/5/13,8/1/13,8/15/13,black and tan,short,medium,yes,,yes,yes,yes,no,,both flat and garden
